address,adname,biz_ext,biz_type,childtype,cityname,distance,id,importance,location,name,parent,parking_type,photos,pname,poiweight,shopid,shopinfo,tel,type,typecode
成都市高新区银泰城3号门悦坊9栋3楼(浙商银行楼上),武侯区,[],[],202,成都市,[],B0HAKBFEXK,[],"104.059942,30.541891",纳堡树科学(银泰城店),B001C95DSR,,[],四川省,[],[],0,028-86054640,科教文化服务;科教文化场所;科教文化场所,140000
高新区吉泰路49号1层(建设银行旁),武侯区,[],[],[],成都市,[],B0GU7HGIVB,[],"104.059996,30.538380",成都六益图文,[],,[],四川省,[],[],1,028-61961423;15228956861,生活服务;摄影冲印店;摄影冲印,071300
水电大厦旁乐山银行楼上,武侯区,[],[],[],成都市,[],B0FFKKYBP2,[],"104.064523,30.551087",玖拾空间,[],,[],四川省,[],[],0,18402898739,公司企业;公司企业;公司企业,170000
招商银行金融服务中心b6层,武侯区,[],[],[],成都市,[],B0FFK7U3V9,[],"104.059038,30.543045",网络经营服务中心,[],,[],四川省,[],[],2,[],金融保险服务;金融保险服务机构;金融保险机构,160000
银泰城2栋2楼207号泸州商业银行旁扶手电梯上楼,武侯区,[],diner,202,成都市,[],B0FFHN2VHB,[],"104.060611,30.541788",一兜麦,B001C95DSR,,[],四川省,[],[],1,18283584754,餐饮服务;咖啡厅;咖啡厅,050500
郫都区郫都区犀浦地铁站万树森林一期中国银行楼上3楼,郫都区,[],[],[],成都市,[],B0FFH2BLIN,[],"103.974014,30.757389",美东锦装饰旧房改造新房装修,[],,[],四川省,[],[],1,18080438996,公司企业;公司;公司|生活服务;生活服务场所;生活服务场所,170200|070000
益州大道1999号9栋1单元(浙商银行旁),武侯区,[],[],202,成都市,[],B0FFJ2IVOT,[],"104.059719,30.541815",苹果手机维修中心(银泰城店),B001C95DSR,,[],四川省,[],[],1,15168449735,购物服务;家电电子卖场;手机销售,060305
天府新区籍田街道东街92号,双流区,[],[],[],成都市,[],B0H6BZF3LK,[],"104.023759,30.307367",人社服务合作网点(成都农商银行籍田东北街分理处),[],,[],四川省,[],[],2,[],政府机构及社会团体;政府机关;政府机关相关,130100
天府二街333号附近,武侯区,[],[],108,成都市,[],B0FFIMG2Z1,[],"104.060309,30.550695",长城华西银行停车场(出入口),B0FFIMG2AA,,[],四川省,[],[],2,[],交通设施服务;停车场;停车场出入口,150909
天府二街建发鹭洲里西广场一楼103-107号(中国银行旁边),武侯区,[],[],202,成都市,[],B0FFM1PCNM,[],"104.040475,30.550500",酷里南,B0FFKLBUFY,,[],四川省,[],[],0,028-85099832;15680002750,体育休闲服务;娱乐场所;酒吧,080304
桂溪街道天府大道北段1480号拉德方斯东楼12楼中信银行成都审计中心,武侯区,[],[],202,成都市,[],B0FFL953U1,[],"104.064708,30.574626",成都审计中心,B001C8TY33,,[],四川省,[],[],2,[],政府机构及社会团体;政府机关;政府机关相关,130100
天府长城·南熙里天长路30号3层(农业银行楼上天佑茶府旁),武侯区,[],[],[],成都市,[],B0FFI1CKW9,[],"104.075257,30.592742",七莲瑜伽,[],,[],四川省,[],[],0,028-83221567;028-67758787;15982292839,体育休闲服务;运动场馆;健身中心,080111
锦晖西二街天府新谷10号楼(中国建设银行东100米),武侯区,[],diner,[],成都市,[],B0G31DWJY0,[],"104.056469,30.585844",蓉庭新川菜·宴会厅,[],,[],四川省,[],[],0,028-67136677;028-67139966,餐饮服务;中餐厅;四川菜(川菜),050102
天府大道北段1677号交子金融科技中心,武侯区,[],[],[],成都市,[],B0GUXRAZRN,[],"104.069927,30.577708",中国人民银行个人信用报告代理查询服务点,[],,[],四川省,[],[],2,[],金融保险服务;金融保险服务机构;金融保险机构,160000
天府一街535号两江国际b栋,武侯区,[],[],[],成都市,[],B0HGVXSUVA,[],"104.058274,30.559365",交通银行股份有限公司,[],,[],四川省,[],[],2,[],金融保险服务;金融保险服务机构;金融保险机构,160000
体育路2号西星大厦成都银行旁,青羊区,[],hotel,202,成都市,[],B001C7V44B,[],"104.069948,30.663175",富洋酒店(天府广场店),B001C7WPIQ,,[],四川省,[],[],0,028-86751869,住宿服务;宾馆酒店;宾馆酒店,100100
天府大道北段1480号德商国际A座裙楼6层,武侯区,[],[],[],成都市,[],B0G1PUMCKC,[],"104.060635,30.574936",西南证券有限责任公司成都投资银行部,[],,[],四川省,[],[],2,[],金融保险服务;证券公司;证券公司,160500
东华门街53号富力史丹尼国际公寓B座1116室(工商银行自助取款旁左边玻璃门B座入口),青羊区,[],hotel,202,成都市,[],B0FFF6WB14,[],"104.069116,30.665643",成都巴蜀之家度假公寓天府广场店,B0FFHXNCLO,,[],四川省,[],[],0,18111651160;028-86981628,住宿服务;旅馆招待所;旅馆招待所,100200
天久街5号(中国银行),武侯区,[],[],[],成都市,[],B0FFJKT0VQ,[],"104.071614,30.593209",丝域养发馆(天府长城店),[],,[],四川省,[],[],0,028-63913618;18602872052,生活服务;生活服务场所;生活服务场所,070000
西御街77号国信大厦(西侧)2层(成都银行对面),青羊区,[],[],202,成都市,[],B001C935X1,[],"104.061096,30.656089",望子成龙学校(天府广场校区),B0FFFZUS5C,,[],四川省,[],[],0,028-86198655;17318609027;028-85565012,科教文化服务;培训机构;培训机构,141400
顺城大街316号融城云熙A座2215(中国农业银行楼上),青羊区,[],hotel,[],成都市,[],B0FFILCPG2,[],"104.071223,30.669519",成都蓉城·云熙精品名宿公寓,[],,[],四川省,[],[],0,17340028726,住宿服务;住宿服务相关;住宿服务相关,100000
南河东街与天府南路交叉口东南50米,彭州市,[],[],305,成都市,[],B0FFI6JU6Q,[],"103.948024,30.974375",天乐苑停车场,B001C8NTO4,,[],四川省,[],[],2,[],交通设施服务;停车场;专用停车场,150905
顺城大街88号,锦江区,[],hotel,[],成都市,[],B001C04C74,[],"104.071583,30.659065",银河王朝大酒店,[],,[],四川省,[],[],1,028-86618888,住宿服务;宾馆酒店;四星级宾馆,100103
高新孵化园天府大道北段1480号德商国际A座1层103-104号,武侯区,[],[],202,成都市,[],B0FFHOERI4,[],"104.060713,30.575082",成都市高速公路ETC安装点(建行益州支行),B0FFF2JJ9K,,[],四川省,[],[],0,028-85325387,生活服务;生活服务场所;生活服务场所,070000
天府三街91号,武侯区,[],[],[],成都市,[],B0FFGAAN3Y,[],"104.065563,30.546502",成都海洋莱普敦酒店-自动取款机,[],,[],四川省,[],[],2,[],金融保险服务;自动提款机;自动提款机,160300
西御街(近成都银行总行),青羊区,[],diner,302,成都市,[],B0FFF4VQVN,[],"104.062540,30.656509",清真烤羊肉串(西御街),B001C05GLK,,[],四川省,[],[],0,15828301929,餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;清真菜馆,050118|050121
