address,adname,biz_ext,biz_type,childtype,cityname,distance,id,importance,location,name,parent,photos,pname,poiweight,shopid,shopinfo,tel,type,typecode,parking_type,Unnamed: 0
江源中路488-494号,崇州市,[],[],[],成都市,[],B001C8R81M,[],"103.691441,30.631859",中国农业银行(唐人街分理处),[],[],四川省,[],[],2.0,028-82221153,金融保险服务;银行;中国农业银行,160107,,
天府新区兴隆湖成都科学城天府菁蓉中心A区1-1033号,双流区,[],[],202,成都市,[],B0FFK0N0W6,[],"104.078466,30.402461",中国农业银行(自贸区支行),B0FFL1D46W,[],四川省,[],[],2.0,028-64974625,金融保险服务;银行;中国农业银行,160107,,
二环路南四段69号附15号,武侯区,[],[],[],成都市,[],B001C7Y8JC,[],"104.031593,30.632900",中国农业银行(成都永丰场支行),[],[],四川省,[],[],2.0,028-61812183,金融保险服务;银行;中国农业银行,160107,,
上阳街220号附4号,都江堰市,[],[],[],成都市,[],B001C8NTDY,[],"103.682684,31.032180",中国农业银行(蒲阳分理处),[],[],四川省,[],[],2.0,028-87287126,金融保险服务;银行;中国农业银行,160107,,
固驿镇卷动桥街46号,邛崃市,[],[],[],成都市,[],B001C05FSL,[],"103.582443,30.382973",中国农业银行(固驿分理处),[],[],四川省,[],[],2.0,028-88711093,金融保险服务;银行;中国农业银行,160107,,
武阳中路26号(新津荣达大厦旁),新津区,[],[],[],成都市,[],B001C081BT,[],"103.813033,30.411648",中国农业银行(新津区支行),[],[],四川省,[],[],2.0,028-82521431,金融保险服务;银行;中国农业银行,160107,,
南大街178号,郫都区,[],[],[],成都市,[],B001C0AGRT,[],"103.883715,30.807326",中国农业银行(成都西区支行),[],[],四川省,[],[],2.0,028-87929829,金融保险服务;银行;中国农业银行,160107,,
文化街219号,金堂县,[],[],[],成都市,[],B001C7YJRV,[],"104.557578,30.717627",中国农业银行(金堂淮口支行),[],[],四川省,[],[],2.0,028-63932626,金融保险服务;银行;中国农业银行,160107,,
南街81-89,新都区,[],[],[],成都市,[],B001C0AGTI,[],"104.026371,30.818310",中国农业银行(龙桥分理处),[],[],四川省,[],[],2.0,028-63932051,金融保险服务;银行;中国农业银行,160107,,
盛华南路169号,武侯区,[],[],[],成都市,[],B0FFGY0BUE,[],"104.054004,30.547247",中国农业银行(蜀都支行营业部),[],[],四川省,[],[],2.0,028-63930569,金融保险服务;银行;中国农业银行,160107,,
郫筒镇望丛西路295号(桃园柳岸),郫都区,[],[],[],成都市,[],B001C7ZWWY,[],"103.879557,30.815748",中国农业银行(郫都区桃园分理处),[],[],四川省,[],[],2.0,028-87928656,金融保险服务;银行;中国农业银行,160107,,
陕西街239号附1号,青羊区,[],[],[],成都市,[],B001C7WQZ6,[],"104.060296,30.654287",中国农业银行(成都祠堂街支行),[],[],四川省,[],[],2.0,028-86122327,金融保险服务;银行;中国农业银行,160107,,
都江堰天府大道639号,都江堰市,[],[],[],成都市,[],B001C93FYH,[],"103.646252,30.955480",中国农业银行(社保分理处),[],[],四川省,[],[],2.0,028-87240638;95599,金融保险服务;银行;中国农业银行,160107,,
安仁镇中心街12-20号,大邑县,[],[],[],成都市,[],B001C8PM0Z,[],"103.618915,30.511261",中国农业银行(大邑安仁支行),[],[],四川省,[],[],2.0,028-88315122,金融保险服务;银行;银行,160100,,
文君社区凤凰大道478号,邛崃市,[],[],[],成都市,[],B0FFGD6B9D,[],"103.460626,30.400336",中国农业银行(邛崃支行营业部),[],[],四川省,[],[],2.0,028-88792150;028-88749833,金融保险服务;银行;中国农业银行,160107,,
文井街384-392号,崇州市,[],[],[],成都市,[],B001C8R7YV,[],"103.661409,30.638875",中国农业银行(崇州崇阳分理处),[],[],四川省,[],[],2.0,028-82270134,金融保险服务;银行;银行,160100,,
剑南大道中段761-767号,武侯区,[],[],[],成都市,[],B0FFF9ULJT,[],"104.046684,30.556833",中国农业银行(新南支行),[],[],四川省,[],[],2.0,028-86040239;028-86040067,金融保险服务;银行;中国农业银行,160107,,
牛沙南路3号1层附14号,锦江区,[],[],202,成都市,[],B001C7WR07,[],"104.108154,30.621241",中国农业银行(成都静居寺支行),B001C7WF5V,[],四川省,[],[],2.0,028-84590472,金融保险服务;银行;中国农业银行,160107,,
三岔镇三岔街200号,简阳市,[],[],[],成都市,[],B034000QM0,[],"104.300992,30.297727",中国农业银行(成都空港新城支行),[],[],四川省,[],[],2.0,028-27828217,金融保险服务;银行;中国农业银行,160107,,
城厢镇大东街83号,青白江区,[],[],[],成都市,[],B001C05MDA,[],"104.322244,30.856285",中国农业银行(城厢支行),[],[],四川省,[],[],2.0,028-83632741,金融保险服务;银行;中国农业银行,160107,,
牟礼镇幸福街30号,邛崃市,[],[],[],成都市,[],B001C7UXU9,[],"103.668637,30.349190",中国农业银行(邛崃牟礼分理处),[],[],四川省,[],[],2.0,028-88721489,金融保险服务;银行;中国农业银行,160107,,
兴达路963号,温江区,[],[],[],成都市,[],B001C05TP0,[],"103.772448,30.669971",中国农业银行(温江永盛支行),[],[],四川省,[],[],2.0,028-82620240,金融保险服务;银行;中国农业银行,160107,,
东大街113-121号,温江区,[],[],[],成都市,[],B001C0AGUB,[],"103.841109,30.699100",中国农业银行(成都温江支行),[],[],四川省,[],[],2.0,028-82724630,金融保险服务;银行;中国农业银行,160107,,
瑞联西路99-101,青羊区,[],[],[],成都市,[],B0FFFODIZE,[],"103.960300,30.685342",中国农业银行(青羊工业园区支行),[],[],四川省,[],[],2.0,028-61502910,金融保险服务;银行;中国农业银行,160107,,
"太平园东三街2,4,6,8号",武侯区,[],[],[],成都市,[],B001C8O47S,[],"104.015389,30.631282",中国农业银行(成都双楠支行),[],[],四川省,[],[],2.0,028-85067621,金融保险服务;银行;中国农业银行,160107,,
电子路101附3-附8,新都区,[],[],[],成都市,[],B001C05BFK,[],"104.151302,30.816452",中国农业银行(新都电子路分理处),[],[],四川省,[],[],2.0,028-63932047,金融保险服务;银行;中国农业银行,160107,,
三江镇崇新路二段24号,崇州市,[],[],[],成都市,[],B0FFFADIU0,[],"103.778204,30.538229",中国农业银行(三江分理处),[],[],四川省,[],[],2.0,028-82242439,金融保险服务;银行;中国农业银行,160107,,
碧云路1号,武侯区,[],[],[],成都市,[],B001C0AGPO,[],"104.030669,30.641635",中国农业银行(碧云天支行),[],[],四川省,[],[],2.0,028-85094230;028-85094240,金融保险服务;银行;银行,160100,,
三星镇正街68号,简阳市,[],[],[],成都市,[],B034000QLW,[],"104.613401,30.554534",中国农业银行(三星分理处),[],[],四川省,[],[],2.0,028-27371221,金融保险服务;银行;中国农业银行,160107,,
杨祠街167-171号,崇州市,[],[],[],成都市,[],B001C7UIBV,[],"103.663800,30.625555",中国农业银行(杨祠街分理处),[],[],四川省,[],[],2.0,028-82217169,金融保险服务;银行;中国农业银行,160107,,
上街2-10,双流区,[],[],[],成都市,[],B001C0AGR6,[],"104.088741,30.559085",中国农业银行(中和第二分理处),[],[],四川省,[],[],2.0,028-85651853;028-85651672,金融保险服务;银行;中国农业银行,160107,,
IT大道蜀鑫路67-69-蜀鑫东路131号,青羊区,[],[],[],成都市,[],B001C953EM,[],"103.991447,30.682600",中国农业银行(成都蜀鑫支行),[],[],四川省,[],[],2.0,028-83189776;028-83192439,金融保险服务;银行;中国农业银行,160107,,
两河路西段73-79号,温江区,[],[],[],成都市,[],B001C8OBT3,[],"103.840088,30.687841",中国农业银行(友谊花园支行),[],[],四川省,[],[],2.0,028-82760971,金融保险服务;银行;中国农业银行,160107,,
高店路西段67号,郫都区,[],[],202,成都市,[],B0FFF009C3,[],"103.938963,30.774678",中国农业银行(红光分理处),B001C951AK,[],四川省,[],[],2.0,028-87987288;95599,金融保险服务;银行;中国农业银行,160107,,
铁溪路365号,大邑县,[],[],[],成都市,[],B001C7YJS9,[],"103.688841,30.523774",中国农业银行(董场分理处),[],[],四川省,[],[],2.0,028-88324960,金融保险服务;银行;银行,160100,,
世纪城路198号附1637号,武侯区,[],[],[],成都市,[],B001C80IZZ,[],"104.075093,30.552486",中国农业银行(成都世纪城支行),[],[],四川省,[],[],2.0,028-85333272;95599,金融保险服务;银行;中国农业银行,160107,,
金府路593号附8-12,金牛区,[],[],202,成都市,[],B001C8020K,[],"104.036135,30.711700",中国农业银行(金府支行),B0FFFQ6216,[],四川省,[],[],2.0,95599,金融保险服务;银行;中国农业银行,160107,,
和平路68-74号,龙泉驿区,[],[],[],成都市,[],B001C8MR5F,[],"104.177559,30.650229",中国农业银行(十陵分理处),[],[],四川省,[],[],2.0,028-84600224;028-84605815;028-95599,金融保险服务;银行;中国农业银行,160107,,
黄河中路二段388号航空港总部基地A12栋,双流区,[],[],202,成都市,[],B0FFGA767K,[],"103.999552,30.572341",中国农业银行(双流西航港分理处),B0FFFRCH7U,[],四川省,[],[],2.0,[],金融保险服务;银行;中国农业银行,160107,,
益州大道1999号银泰城悦坊1栋1层,武侯区,[],[],202,成都市,[],B0FFI7UUC5,[],"104.060762,30.541866",中国农业银行(成都银泰城支行),B001C95DSR,[],四川省,[],[],2.0,028-85973652,金融保险服务;银行;中国农业银行,160107,,
永兴西路与飞跃街交叉口东100米,郫都区,[],[],[],成都市,[],B0FFIIV1RQ,[],"103.826019,30.853449",中国农业银行24小时自助银行(飞跃街),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
海科路西段20号,温江区,[],[],[],成都市,[],B0FFG11C8S,[],"103.809948,30.671454",中国农业银行24小时自助银行(海科路西段),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
凯力威工业大道北段,简阳市,[],[],[],成都市,[],B0FFIIJSAS,[],"104.554923,30.363591",中国农业银行24小时自助银行(凯力威·锦绣阳光西南),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
解放路二段2号附6号,金牛区,[],[],3,成都市,[],B001C7WQZG,[],"104.079269,30.676902",中国农业银行24小时自助银行(解放路支行),B0FFF5HO97,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
三界西街与育才路交叉路口东南侧(濛阳街道),彭州市,[],[],[],成都市,[],B0FFJ115NL,[],"104.105993,31.022550",中国农业银行24小时自助银行,[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
新繁街道正南街7号,新都区,[],[],[],成都市,[],B0FFFQ205B,[],"104.018605,30.870766",中国农业银行24小时自助银行(新繁支行),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
高板街道中兴街195-201号,金堂县,[],[],[],成都市,[],B001C8ZNKP,[],"104.632381,30.687966",中国农业银行24小时自助银行(高板分理处),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
龙桥路太平园家具博览城D座1082号附近,双流区,[],[],[],成都市,[],B0FFHRV9WQ,[],"103.940497,30.608272",中国农业银行24小时自助银行(龙桥路),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
上街2-20,双流区,[],[],3,成都市,[],B001C8OR4P,[],"104.088774,30.559204",中国农业银行24小时自助银行(中和第二分理处),B001C0AGR6,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
东星大道252-254号,邛崃市,[],[],[],成都市,[],B0FFJB1Z4T,[],"103.471751,30.404459",中国农业银行24小时自助银行(邛崃双江分理处),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
成双大道北段68号附近,武侯区,[],[],3,成都市,[],B001C0AGRD,[],"104.011146,30.614980",中国农业银行24小时自助银行(成都太平寺支行),B001C0AGRC,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
郫筒镇南大街178号(农行大厦),郫都区,[],[],[],成都市,[],B0FFGMY1DZ,[],"103.888671,30.810186",中国农业银行ATM,[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
天仙桥北路5号附1号,锦江区,[],[],[],成都市,[],B0FFGFNBM3,[],"104.086228,30.651754",中国农业银行24小时自助银行(成都东大街支行),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
三安路与方园路交叉口东150米,大邑县,[],[],[],成都市,[],B0FFH2IMDZ,[],"103.742875,30.532491",中国农业银行24小时自助银行(大邑县支行),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
成华大道龙潭路1号,成华区,[],[],3,成都市,[],B001C8R7JN,[],"104.162490,30.699926",中国农业银行24小时自助银行(龙潭支行),B001C05GW6,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
两河路西段73-79号,温江区,[],[],3,成都市,[],B001C8OAO8,[],"103.840209,30.687888",中国农业银行24小时自助银行(友谊花园支行),B001C8OBT3,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
武侯科技园武科东二路11号,武侯区,[],[],3,成都市,[],B001C0AGQE,[],"103.989564,30.630262",中国农业银行24小时自助银行(成都科技园支行),B001C0AGQD,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
弥牟镇民族路43号,青白江区,[],[],3,成都市,[],B001C8OOEC,[],"104.202890,30.877067",中国农业银行24小时自助银行(弥牟支行),B001C807VW,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
明珠路东50米,崇州市,[],[],[],成都市,[],B0FFFADI3V,[],"103.720931,30.680071",中国农业银行ATM(明珠路),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
兴乐北路,新都区,[],[],[],成都市,[],B0FFFGN0VZ,[],"104.199254,30.823567",中国农业银行24小时自助银行(成怡嘉苑西南),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
观景路520号,都江堰市,[],[],3,成都市,[],B001C7ZWGD,[],"103.633273,31.001881",中国农业银行24小时自助银行(都江堰城区支行),B001C7ZWGC,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
新驿南街37号附1号-附8号,龙泉驿区,[],[],3,成都市,[],B001C7UWMS,[],"104.271624,30.556980",中国农业银行24小时自助银行(成都经济技术开发区支行),B001C7UWO0,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
泉水路与蓉北商贸大道二段交汇处南角,金牛区,[],[],[],成都市,[],B001C7UCR1,[],"104.057870,30.722038",中国农业银行24小时自助银行(蓉北商贸大道二段),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
体育场路6号农行大厦,青羊区,[],[],202,成都市,[],B001C7WR0A,[],"104.068945,30.662848",中国农业银行24小时自助银行(蓉城支行),B001C09IEU,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
建设北路三段185号附4-6号,成华区,[],[],3,成都市,[],B001C7U8A4,[],"104.116911,30.678223",中国农业银行24小时自助银行(圣灯支行),B001C05K40,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
天府中路12-14号,彭州市,[],[],3,成都市,[],B001C0AGSL,[],"103.942855,30.977855",中国农业银行24小时自助银行(天府东路支行),B001C064MH,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
长城路二段399号,双流区,[],[],3,成都市,[],B001C8R9BZ,[],"103.990751,30.548097",中国农业银行24小时自助银行(双流文星支行),B0FFFFPU8V,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
石羊镇场口三羊雕像后,都江堰市,[],[],[],成都市,[],B001C8XMAJ,[],"103.644962,30.849090",中国农业银行24小时自助银行(石羊分理处),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
高攀东路74-78号,武侯区,[],[],3,成都市,[],B001C7Y9I4,[],"104.081206,30.608606",中国农业银行24小时自助银行(高攀路支行),B001C7Y8IR,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
文康路26号,青羊区,[],[],3,成都市,[],B001C0AGUJ,[],"103.928585,30.698954",中国农业银行24小时自助银行(新城花园支行),B001C0AGUI,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
如意大道79号,新都区,[],[],[],成都市,[],B0FFF2QLWL,[],"104.151894,30.827873",中国农业银行24小时自助银行(通站路分理处),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
柳台大道东段235-239,温江区,[],[],3,成都市,[],B001C8MXJO,[],"103.822305,30.687323",中国农业银行24小时自助银行(温江海科分理处),B001C8N0JP,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
赵镇迎宾大道一段141号,金堂县,[],[],3,成都市,[],B001C7ZWQ8,[],"104.409201,30.849731",中国农业银行24小时自助银行(金堂园区分理处),B001C7ZWPG,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
蜀西路73-75,金牛区,[],[],3,成都市,[],B001C8OCTM,[],"103.996333,30.709382",中国农业银行24小时自助银行(蜀西支行),B001C8R83K,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
怡湖西路89号附8号,青白江区,[],[],3,成都市,[],B001C7VRIU,[],"104.252356,30.881238",中国农业银行24小时自助银行(青白江支行营业部),B0FFGEW8QL,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
建设路61号摩尔华盛购物中心1层,龙泉驿区,[],[],202,成都市,[],B001C0AGTJ,[],"104.271968,30.560507",中国农业银行24小时自助银行(成都经济技术开发区支行),B001C7UWND,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
奎光路14号,都江堰市,[],[],3,成都市,[],B001C8010J,[],"103.619529,30.988117",中国农业银行24小时自助银行(塔子坝支行),B001C80779,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
金彭西路384号,彭州市,[],[],3,成都市,[],B001C8NV0O,[],"103.931960,30.988536",中国农业银行24小时自助银行(彭州支行营业部),B001C05ZJ9,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
滨西路23-24号,龙泉驿区,[],[],[],成都市,[],B0FFG24548,[],"104.231918,30.644828",中国农业银行24小时自助银行,[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
江安河东路中段37-43号附近,都江堰市,[],[],[],成都市,[],B0FFJDF8IJ,[],"103.628197,30.974964",中国农业银行24小时自助银行(都江堰城东分理处),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
斑竹园镇五一街134-136号,新都区,[],[],3,成都市,[],B001C8MYPA,[],"104.064478,30.818705",中国农业银行24小时自助银行(斑竹园分理处),B001C8MC7T,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
牡丹北路66-70号,彭州市,[],[],3,成都市,[],B001C8MF4R,[],"103.953984,30.990879",中国农业银行24小时自助银行(彭州城郊分理处),B001C8MF4Q,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
天府路260-266号附近,郫都区,[],[],[],成都市,[],B0FFFCOJA4,[],"103.979821,30.760565",中国农业银行24小时自助银行(犀浦支行),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
崇阳大道501(白马金岸繁华地欢乐城),崇州市,[],[],[],成都市,[],B0FFHR4TUZ,[],"103.709477,30.632379",中国农业银行24小时自助银行(崇阳大道),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
电子路101附3-8,新都区,[],[],3,成都市,[],B001C05XCG,[],"104.151331,30.816419",中国农业银行24小时自助银行(新都电子路分理处),B001C05BFK,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
中正街108-114,金堂县,[],[],3,成都市,[],B001C7X577,[],"104.835929,30.519704",中国农业银行ATM(土桥分理处),B001C7X915,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
临邛镇东街595号,邛崃市,[],[],3,成都市,[],B001C06S9E,[],"103.471772,30.410280",中国农业银行24小时自助银行(邛崃车站分理处),B001C05OD8,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
蜚虹路与318国道交汇处西北100米,邛崃市,[],[],[],成都市,[],B0FFF3AEH0,[],"103.475901,30.416879",中国农业银行24小时自助银行(邛崃车站支行),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
司马大道482号附近,邛崃市,[],[],[],成都市,[],B0FFGIFX14,[],"103.460622,30.400309",中国农业银行24小时自助银行(邛崃支行营业部),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
朝阳南路432号,彭州市,[],[],[],成都市,[],B0FFFPLXKJ,[],"103.950847,30.976336",中国农业银行24小时自助银行(彭州客运中心自助银行),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
华逸路107号,青白江区,[],[],[],成都市,[],B0FFG7H3JV,[],"104.244768,30.887564",中国农业银行24小时自助银行(华逸路),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
二环路北三段21号之6号-7,金牛区,[],[],3,成都市,[],B001C8NNXQ,[],"104.087744,30.693369",中国农业银行24小时自助银行(成都高笋塘支行),B001C08176,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
幸福路88号,都江堰市,[],[],[],成都市,[],B0FFFFM9X4,[],"103.620925,30.996666",中国农业银行24小时自助银行(幸福路),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
蜀鑫路67号,青羊区,[],[],[],成都市,[],B001C953EN,[],"103.991368,30.682824",中国农业银行24小时自助银行(蜀鑫支行),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
大邑大道274号,大邑县,[],[],[],成都市,[],B0FFIIU0IQ,[],"103.525742,30.569594",中国农业银行24小时自助银行(晋原分理处),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
鸥鹏大道43号,龙泉驿区,[],[],[],成都市,[],B0FFFABGER,[],"104.269794,30.558568",中国农业银行24小时自助银行(成都经济技术开发区支行),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
武侯区高新区紫荆东路66号,武侯区,[],[],3,成都市,[],B001C7Y86P,[],"104.053196,30.614658",中国农业银行24小时自助银行(成都紫荆支行),B001C7UT7C,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
通桂路与通汇街交叉口西北100米,锦江区,[],[],[],成都市,[],B0FFIZLZ27,[],"104.116990,30.637305",中国农业银行24小时自助银行(通汇支行),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
学府路北段附近,温江区,[],[],[],成都市,[],B0FFFHJBAY,[],"103.810434,30.687259",中国农业银行ATM(成都中医药大学越鞠苑南),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
崇阳街道杨祠街169号,崇州市,[],[],3,成都市,[],B001C7UIBW,[],"103.663909,30.625553",中国农业银行24小时自助银行(杨祠街分理处),B001C7UIBV,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
东街160-164,大邑县,[],[],[],成都市,[],B001C7UHR3,[],"103.525939,30.586638",中国农业银行24小时自助银行(晋原分理处),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
天龙大道1381号,金牛区,[],[],[],成都市,[],B0FFI9MRCE,[],"104.099649,30.772003",中国农业银行24小时自助银行(天回支行),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
百利路与锦绣大道北段交叉口东北150米,温江区,[],[],[],成都市,[],B0FFG3509N,[],"103.804893,30.685021",中国农业银行24小时自助银行(基础医学院南),[],[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
营康西路2号附1号,金牛区,[],[],3,成都市,[],B001C8MJA8,[],"104.035166,30.686553",中国农业银行24小时自助银行(成西支行),B001C8MJA7,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
槐树街79号,金牛区,[],[],3,成都市,[],B001C7WCQ6,[],"104.048638,30.672136",中国农业银行24小时自助银行(成都三洞桥支行),B001C7WCQ5,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
华阳镇华阳大道第V大道,双流区,[],[],3,成都市,[],B001C0AGR4,[],"104.056195,30.510314",中国农业银行24小时自助银行(双流华阳支行),B001C0AGR3,[],四川省,[],[],2.0,[],金融保险服务;自动提款机;中国农业银行ATM,160304,,
